,CAN,COMPR,D774781,D81Q1,D82Q1,D841,D84Q2,D872,D891924,D894,D911P,D92Q4,D93Q1,D971P,D98Q1,D993P,DS1,DS2,DS3,DS4,EEN,EER,FDD,GCD,GCN,GCN_YEN,GCR,GDN,GDN_DIS,GDN_DIS_YEN,GDN_YEN,GEN,GEN_YEN,GIN,GIN_OTHER,GIN_OTHER_YEN,GIN_YEN,GIX,GLN,GLN_DIS,GLN_DIS_YEN,GLN_YEN,GON,GPN,GPN_YEN,GRN,GRN_YEN,GSN,GSN_YEN,GYN,GYN_YEN,HEG,HEX,HICP,INFQ,INFT,INN,INN_YEN,ITD,ITN,ITR,KSR,LEN,LFN,LNN,LNT,LPROD,LSL,LSR,LTN,MTD,MTN,MTR,NFA,NFN,NFN_YEN,OGN,OGN_YEN,PCD,PCN,PCR,PYN,PYN_DIS,PYN_DIS_YEN,PYR,S1,S3,SCD,SCN,SCR,SSN,SSN_YEN,STN,STRQ,T931P,TBN,TBR,TDN,TDN_YEN,TFT,TIME,TIN,TIN_YEN,TKN,TKN_YEN,TRN,TRN_FIRMS,TRN_FIRMS_YEN,TRN_OTHER,TRN_OTHER_YEN,TRN_YEN,ULC,ULT,UNN,URT,URX,WIN,WLN,WLR,WRN,XTD,XTN,XTR,YED,YEN,YEN_DIS,YER,YER_DIS,YET,YFD,YFN,YGA,YIN,YIN_DIS,YWD,YWDX,YWR,YWRX
1995Q4,"15987,9330 ","35,7459 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,9136 ","1,4426 ","1729826,2600 ","1,0039 ","282538,9191 ","0,2065 ","281439,2600 ","994216,6137 ","-4945,6419 ","-0,0036 ","0,7268 ","710354,0129 ","0,5193 ","36340,8601 ","23504,6207 ","0,0172 ","0,0266 ","8,1609 ","-64538,4539 ","22169,5182 ","0,0162 ","-0,0472 ","528812,7135 ","13340,6352 ","0,0098 ","623646,0408 ","0,4559 ","-33762,4445 ","-0,0247 ","248776,4747 ","0,1819 ","97,2850 ","98,5665 ","98,4337 ","0,0066 ","0,0077 ","77879,0891 ","0,0569 ","1,0054 ","280481,1438 ","278974,2900 ","18147391,0534 ","101572,1631 ","137151,2658 ","122505,0000 ","123661,8101 ","11,0661 ","122304,0191 ","540101,2794 ","8,1925 ","1,0056 ","376262,4706 ","374179,7000 ","-122821,7921 ","-7856,6369 ","-0,0057 ","55317,1557 ","0,0404 ","1,0110 ","775856,6895 ","767451,9500 ","910557,2000 ","-200837,0819 ","-0,1468 ","900693,2700 ","-1,0000 ","-1,0000 ","0,9945 ","5306,0711 ","5335,2800 ","235834,8402 ","0,1724 ","6,5493 ","0,0094 ","12,0000 ","23844,5699 ","22445,7800 ","156695,3502 ","0,1145 ","1,4984 ","104,0000 ","138456,2100 ","0,1012 ","6899,9532 ","0,0050 ","244992,1315 ","30442,5315 ","0,0223 ","14655,8609 ","0,0107 ","0,1791 ","0,5169 ","0,5184 ","14646,2658 ","0,0984 ","0,1068 ","700758,4700 ","22099457,1716 ","21860057,0566 ","5,7202 ","1,0088 ","400107,0405 ","396625,4800 ","1,0091 ","1368027,3935 ","0,0000 ","1355646,5600 ","0,0000 ","1364646,4131 ","0,9070 ","1229571,1835 ","0,9934 ","1368027,3935 ","0,0000 ","1,0059 ","0,9719 ","100,8870 ","29955,1444 "
1996Q1,"17496,1147 ","37,3519 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,9183 ","1,4188 ","1738521,6400 ","1,0166 ","283117,5750 ","0,2053 ","278486,2100 ","1008660,3274 ","-1172,9790 ","-0,0009 ","0,7316 ","716062,7784 ","0,5194 ","36579,5518 ","21030,3526 ","0,0153 ","0,0265 ","8,1843 ","-62466,7708 ","17110,1148 ","0,0124 ","-0,0453 ","532461,5229 ","16518,6241 ","0,0120 ","636485,8928 ","0,4616 ","-28629,0721 ","-0,0208 ","254488,5029 ","0,1846 ","98,4946 ","99,3733 ","99,3000 ","0,0066 ","0,0060 ","78985,3949 ","0,0573 ","1,0058 ","273349,0922 ","271769,1700 ","18237686,3129 ","101646,6397 ","137413,7156 ","122585,0000 ","123826,1364 ","11,0773 ","121812,4822 ","547135,4794 ","7,6791 ","1,0059 ","382855,1073 ","380609,3000 ","-105325,6774 ","-8567,6616 ","-0,0062 ","56317,7705 ","0,0408 ","1,0170 ","789241,8028 ","776047,9500 ","925304,3743 ","-190400,2542 ","-0,1381 ","909835,9466 ","1,0000 ","0,0000 ","0,9935 ","6988,5466 ","7034,2000 ","239745,2107 ","0,1739 ","5,6819 ","0,0073 ","13,0000 ","26063,7763 ","24574,8100 ","161344,0299 ","0,1170 ","1,5013 ","105,0000 ","141125,3800 ","0,1024 ","6662,0909 ","0,0048 ","249808,6095 ","31291,4107 ","0,0227 ","15249,8838 ","0,0111 ","0,1812 ","0,5193 ","0,5194 ","14828,7156 ","0,0989 ","0,1079 ","705173,8900 ","22273026,2088 ","21900685,2760 ","5,7525 ","1,0092 ","408918,8836 ","405184,1100 ","1,0154 ","1378760,7929 ","0,0000 ","1357912,3400 ","0,0000 ","1371321,2651 ","0,9114 ","1237635,4129 ","0,9902 ","1378760,7929 ","0,0000 ","1,0112 ","0,9762 ","101,5993 ","30041,4108 "
1996Q2,"21382,6063 ","37,7983 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,9335 ","1,3746 ","1746906,1800 ","1,0193 ","286444,7970 ","0,2055 ","281010,4100 ","1024736,2655 ","618,4429 ","0,0004 ","0,7351 ","724261,5000 ","0,5196 ","36764,2271 ","19781,5160 ","0,0142 ","0,0264 ","8,1656 ","-61829,9809 ","15809,9859 ","0,0113 ","-0,0444 ","542336,1065 ","18124,8095 ","0,0130 ","646621,5332 ","0,4639 ","-27754,6817 ","-0,0199 ","258690,1153 ","0,1856 ","99,7928 ","100,0832 ","100,0341 ","0,0055 ","0,0070 ","79954,7904 ","0,0574 ","1,0077 ","285949,5860 ","283765,7700 ","18339075,2198 ","101893,6177 ","137665,2498 ","122798,0000 ","124086,2492 ","11,1357 ","122441,1324 ","547080,9494 ","7,5658 ","1,0092 ","382954,3841 ","379468,1500 ","-83943,0711 ","-6108,9587 ","-0,0044 ","57131,3973 ","0,0410 ","1,0242 ","794161,1754 ","775432,8000 ","928118,7731 ","-201079,7394 ","-0,1442 ","906231,3309 ","0,0000 ","0,0000 ","0,9084 ","-49,5370 ","-54,5300 ","244270,0114 ","0,1752 ","5,1755 ","0,0072 ","14,0000 ","27491,5650 ","27283,5800 ","165335,7784 ","0,1186 ","1,5041 ","106,0000 ","141759,8500 ","0,1017 ","6660,4581 ","0,0048 ","253699,3230 ","31464,0380 ","0,0226 ","16152,8084 ","0,0116 ","0,1820 ","0,5191 ","0,5204 ","14867,2498 ","0,0986 ","0,1080 ","709901,6300 ","22495211,8043 ","21964716,5035 ","5,7811 ","1,0091 ","410445,9491 ","406751,7300 ","1,0194 ","1393997,5865 ","0,0000 ","1367438,0300 ","0,0000 ","1378419,8044 ","0,9158 ","1252237,7365 ","0,9920 ","1393997,5865 ","0,0000 ","1,0173 ","0,9849 ","102,3935 ","30227,4706 "
1996Q3,"26985,2499 ","38,6392 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,9213 ","1,4192 ","1759462,9900 ","1,0229 ","289536,9870 ","0,2060 ","283061,9300 ","1039781,7237 ","884,9529 ","0,0006 ","0,7397 ","728740,8769 ","0,5184 ","36671,0477 ","18820,5289 ","0,0134 ","0,0261 ","8,0065 ","-56642,0215 ","15846,4091 ","0,0113 ","-0,0403 ","544827,1387 ","23049,1597 ","0,0164 ","656252,4464 ","0,4669 ","-24074,6243 ","-0,0171 ","265462,3627 ","0,1888 ","99,7449 ","100,1979 ","100,1652 ","0,0045 ","0,0027 ","79691,1811 ","0,0567 ","1,0110 ","287576,4535 ","284456,6100 ","18440141,0776 ","102038,1252 ","137930,4216 ","123002,0000 ","124334,2540 ","11,1720 ","122598,2653 ","545242,3894 ","7,3042 ","1,0033 ","386555,1439 ","385284,6900 ","-56957,8212 ","-2684,3801 ","-0,0019 ","57442,5679 ","0,0409 ","1,0269 ","800835,7795 ","779876,2400 ","935091,5675 ","-202463,9984 ","-0,1440 ","910618,2745 ","0,0000 ","1,0000 ","1,0424 ","-1916,5413 ","-1838,5600 ","247861,5437 ","0,1763 ","5,0428 ","0,0078 ","15,0000 ","29669,6300 ","28622,0800 ","168449,8205 ","0,1198 ","1,5070 ","107,0000 ","144028,0900 ","0,1025 ","7077,7703 ","0,0050 ","256560,0169 ","31392,6540 ","0,0223 ","16068,4613 ","0,0114 ","0,1825 ","0,5217 ","0,5229 ","14928,4216 ","0,0986 ","0,1082 ","716847,0800 ","22744556,6559 ","22149284,2604 ","5,8279 ","1,0056 ","416224,7740 ","413906,7700 ","1,0229 ","1405702,3087 ","0,0000 ","1374178,3000 ","0,0000 ","1385807,2036 ","0,9181 ","1261674,2187 ","0,9916 ","1405702,3087 ","0,0000 ","1,0204 ","0,9788 ","103,1050 ","30384,5663 "
1996Q4,"22811,2322 ","41,2296 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,9359 ","1,3936 ","1770121,5900 ","1,0282 ","291658,4140 ","0,2061 ","283652,3500 ","1053990,6863 ","1804,1669 ","0,0013 ","0,7450 ","730039,7658 ","0,5160 ","36243,6533 ","18198,6703 ","0,0129 ","0,0256 ","7,7633 ","-49619,1828 ","18193,5324 ","0,0129 ","-0,0351 ","553556,5633 ","28852,9297 ","0,0204 ","662227,0507 ","0,4681 ","-21274,9142 ","-0,0150 ","270383,4997 ","0,1911 ","101,9359 ","100,3593 ","100,5011 ","0,0046 ","0,0061 ","78472,1124 ","0,0555 ","1,0150 ","288759,3656 ","284502,4500 ","18540242,1168 ","102110,8943 ","138047,2581 ","123063,0000 ","124432,4908 ","11,1862 ","122114,6316 ","541658,1894 ","6,4925 ","1,0134 ","398803,2559 ","393514,2600 ","-34146,5890 ","-8665,5411 ","-0,0061 ","57314,6759 ","0,0405 ","1,0331 ","805141,0402 ","779316,5100 ","934969,0394 ","-200821,4430 ","-0,1419 ","904980,3356 ","-1,0000 ","-1,0000 ","0,6127 ","-2196,0697 ","-3584,2000 ","251282,3058 ","0,1776 ","4,6252 ","0,0068 ","16,0000 ","31476,7733 ","32720,2200 ","170879,3015 ","0,1208 ","1,5099 ","108,0000 ","143761,2000 ","0,1016 ","7904,5227 ","0,0056 ","258620,9901 ","31085,0449 ","0,0220 ","15760,8809 ","0,0111 ","0,1828 ","0,5212 ","0,5211 ","14984,2581 ","0,0986 ","0,1085 ","717521,7600 ","22999469,7544 ","22261772,2945 ","5,8305 ","1,0095 ","430280,0292 ","426234,4800 ","1,0278 ","1414839,5233 ","0,0000 ","1376607,3300 ","0,0000 ","1392208,1741 ","0,9233 ","1271078,3233 ","0,9888 ","1414839,5233 ","0,0000 ","1,0201 ","0,9872 ","104,1225 ","30481,4473 "
1997Q1,"24296,1333 ","39,6290 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0000 ","0,0000 ","0,0000 ","1,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,9764 ","1,2699 ","1781301,6200 ","1,0328 ","293215,5772 ","0,2059 ","283898,7300 ","1066035,3696 ","1668,4746 ","0,0012 ","0,7487 ","728802,5869 ","0,5118 ","35877,7586 ","17921,7059 ","0,0126 ","0,0252 ","7,4558 ","-41504,8347 ","19339,4637 ","0,0136 ","-0,0291 ","559007,7729 ","34972,7494 ","0,0246 ","667958,2885 ","0,4691 ","-16032,8044 ","-0,0113 ","277182,7728 ","0,1947 ","102,8547 ","100,9939 ","101,1656 ","0,0041 ","0,0055 ","76477,5841 ","0,0537 ","1,0161 ","286522,2683 ","281987,9600 ","18636827,6556 ","102327,3285 ","138250,6272 ","123185,0000 ","124574,0761 ","11,1998 ","121729,6321 ","540863,0194 ","6,2219 ","1,0256 ","411944,0789 ","401648,9400 ","-9850,4557 ","-3640,9041 ","-0,0026 ","56745,1678 ","0,0399 ","1,0389 ","813839,7080 ","783387,7000 ","939279,1438 ","-203836,8521 ","-0,1431 ","904133,4809 ","1,0000 ","0,0000 ","-3,0498 ","2425,0820 ","-795,1700 ","253378,6698 ","0,1779 ","4,4687 ","0,0069 ","17,0000 ","27937,0374 ","31173,4600 ","172323,7745 ","0,1210 ","1,5129 ","109,0000 ","145994,1400 ","0,1025 ","8987,9705 ","0,0063 ","259597,9527 ","30528,5658 ","0,0214 ","15183,4426 ","0,0107 ","0,1823 ","0,5211 ","0,5197 ","15065,6272 ","0,0989 ","0,1090 ","718937,7600 ","23190795,0256 ","22323048,8716 ","5,8362 ","1,0163 ","439881,1163 ","432822,4000 ","1,0321 ","1423939,6729 ","0,0000 ","1379652,6800 ","0,0000 ","1398884,2059 ","0,9263 ","1277945,5329 ","0,9863 ","1423939,6729 ","0,0000 ","1,0275 ","1,0111 ","104,8506 ","30629,1536 "
1997Q2,"16197,8715 ","36,7304 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0000 ","0,0000 ","0,0000 ","1,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0050 ","1,2110 ","1812327,4300 ","1,0340 ","295141,2884 ","0,2041 ","285439,7300 ","1075633,5072 ","157,1760 ","0,0001 ","0,7439 ","731485,3938 ","0,5059 ","35757,5761 ","18083,0966 ","0,0125 ","0,0247 ","7,2138 ","-37763,8463 ","20532,9307 ","0,0142 ","-0,0261 ","582933,5825 ","37140,9398 ","0,0257 ","673188,6169 ","0,4656 ","-14095,7730 ","-0,0097 ","281045,5155 ","0,1944 ","101,8761 ","101,4621 ","101,5011 ","0,0038 ","0,0049 ","74904,7861 ","0,0518 ","1,0181 ","291751,4681 ","286570,8600 ","18737030,2391 ","102658,4099 ","138615,4348 ","123545,0000 ","124910,7502 ","11,3064 ","123442,9708 ","542204,0494 ","6,2289 ","1,0285 ","427321,6605 ","415483,9900 ","6347,4158 ","-17752,8686 ","-0,0123 ","56556,1184 ","0,0391 ","1,0440 ","822694,7909 ","788008,0300 ","947739,5009 ","-199371,1175 ","-0,1379 ","907780,5588 ","0,0000 ","0,0000 ","1,7678 ","2370,7149 ","1341,0300 ","255450,1770 ","0,1767 ","4,3521 ","0,0069 ","18,0000 ","33950,7402 ","35483,7900 ","174738,4465 ","0,1209 ","1,5158 ","110,0000 ","146406,8700 ","0,1013 ","9639,6688 ","0,0067 ","263084,8000 ","30397,3363 ","0,0210 ","14116,5103 ","0,0098 ","0,1820 ","0,5130 ","0,5150 ","15070,4348 ","0,0989 ","0,1087 ","716568,5500 ","23384638,4153 ","22398686,6734 ","5,8001 ","1,0229 ","461272,4006 ","450967,7800 ","1,0351 ","1445909,0025 ","0,0000 ","1396843,4400 ","0,0000 ","1406773,9346 ","0,9303 ","1299502,1325 ","0,9929 ","1445909,0025 ","0,0000 ","1,0325 ","1,0287 ","105,6468 ","30897,7075 "
1997Q3,"19060,1451 ","36,7123 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0000 ","0,0000 ","0,0000 ","1,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0472 ","1,1311 ","1832842,2500 ","1,0356 ","296162,9724 ","0,2026 ","285973,8100 ","1083874,8766 ","-376,5427 ","-0,0003 ","0,7414 ","733552,9110 ","0,5018 ","35866,0401 ","18622,5176 ","0,0127 ","0,0245 ","7,0429 ","-34471,6487 ","22312,1197 ","0,0153 ","-0,0236 ","594324,9781 ","39362,0791 ","0,0269 ","676769,1426 ","0,4629 ","-11906,6164 ","-0,0081 ","284256,3560 ","0,1944 ","102,7376 ","101,7375 ","101,8315 ","0,0039 ","0,0061 ","73833,7278 ","0,0505 ","1,0227 ","295235,1002 ","288692,0200 ","18838351,9567 ","103080,8442 ","139056,7852 ","124020,0000 ","125305,4225 ","11,3431 ","124068,0696 ","541580,8894 ","5,8689 ","1,0405 ","443331,5224 ","426075,4300 ","25407,5609 ","-20504,9024 ","-0,0140 ","56284,0935 ","0,0385 ","1,0504 ","830754,0992 ","790878,9500 ","961642,4362 ","-195483,7636 ","-0,1337 ","915484,8118 ","0,0000 ","1,0000 ","-0,2732 ","170,2389 ","-623,1600 ","255478,0406 ","0,1748 ","4,3466 ","0,0068 ","19,0000 ","39565,0475 ","41845,2000 ","177010,4022 ","0,1211 ","1,5187 ","111,0000 ","148099,6800 ","0,1013 ","9611,4058 ","0,0066 ","264703,5451 ","30285,5206 ","0,0207 ","14078,5874 ","0,0096 ","0,1811 ","0,5114 ","0,5137 ","15036,7852 ","0,0989 ","0,1081 ","719462,8000 ","23626222,1493 ","22492193,2771 ","5,8012 ","1,0320 ","482896,5699 ","467920,6300 ","1,0392 ","1461887,4581 ","0,0000 ","1406766,8200 ","0,0000 ","1415158,5181 ","0,9339 ","1313787,7781 ","0,9941 ","1461887,4581 ","0,0000 ","1,0346 ","1,0523 ","106,3308 ","31026,1821 "
1997Q4,"22969,8757 ","36,4675 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0000 ","0,0000 ","0,0000 ","1,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0089 ","1,2057 ","1856676,0000 ","1,0433 ","297367,5042 ","0,2003 ","285019,7200 ","1092366,4491 ","822,6504 ","0,0006 ","0,7356 ","739200,8105 ","0,4978 ","36595,6081 ","19586,0720 ","0,0132 ","0,0246 ","6,9587 ","-30675,6884 ","26076,2101 ","0,0176 ","-0,0207 ","606756,8306 ","42856,4731 ","0,0289 ","682448,9120 ","0,4596 ","-9476,2986 ","-0,0064 ","287891,2056 ","0,1939 ","103,0778 ","102,0286 ","102,1000 ","0,0041 ","0,0044 ","73532,1616 ","0,0495 ","1,0261 ","302670,7013 ","294979,1700 ","18944947,6071 ","103505,8443 ","139500,9752 ","124534,0000 ","125706,3023 ","11,4114 ","125339,3699 ","546961,1894 ","5,6623 ","1,0424 ","454061,3971 ","435573,0400 ","48377,4365 ","-13532,0403 ","-0,0091 ","56324,3905 ","0,0379 ","1,0551 ","841311,4687 ","797398,4200 ","975002,8795 ","-208532,8753 ","-0,1404 ","924111,6809 ","-1,0000 ","-1,0000 ","1,3210 ","7107,4105 ","5380,3000 ","254552,0351 ","0,1714 ","4,4487 ","0,0068 ","20,0000 ","36501,9160 ","38325,3500 ","180408,9739 ","0,1215 ","1,5215 ","112,0000 ","151730,4700 ","0,1022 ","8906,0802 ","0,0060 ","266860,0173 ","30526,9623 ","0,0206 ","14732,4850 ","0,0099 ","0,1797 ","0,5112 ","0,5151 ","14966,9752 ","0,0989 ","0,1073 ","726471,7000 ","23856777,1013 ","22611550,0308 ","5,8335 ","1,0352 ","490563,3131 ","473898,3900 ","1,0449 ","1484959,0006 ","0,0000 ","1421102,9600 ","0,0000 ","1423594,8478 ","0,9382 ","1333228,5306 ","0,9982 ","1484959,0006 ","0,0000 ","1,0389 ","1,0403 ","107,2695 ","31379,2005 "
1998Q1,"3160,8071 ","30,4214 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0000 ","0,0000 ","0,0000 ","1,0000 ","1,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0124 ","1,1826 ","1884569,8100 ","1,0453 ","300689,7060 ","0,2002 ","287649,6100 ","1099936,4717 ","-790,3764 ","-0,0005 ","0,7323 ","746107,2166 ","0,4967 ","37217,8454 ","20892,8593 ","0,0139 ","0,0248 ","6,9182 ","-33441,5960 ","31094,1693 ","0,0207 ","-0,0223 ","624154,7714 ","40245,9731 ","0,0268 ","681571,4513 ","0,4538 ","-14094,7158 ","-0,0094 ","286594,9903 ","0,1908 ","101,3711 ","102,4729 ","102,3311 ","0,0041 ","0,0023 ","73687,5690 ","0,0491 ","1,0273 ","307444,7295 ","299261,0900 ","19054759,2210 ","104127,9597 ","140034,9259 ","125281,0000 ","126294,9619 ","11,4292 ","126064,3641 ","555428,9494 ","5,1224 ","1,0363 ","469163,5594 ","452714,0100 ","51538,2437 ","-28805,0043 ","-0,0192 ","56484,4781 ","0,0376 ","1,0576 ","851460,4545 ","805124,6400 ","983158,3582 ","-203468,0387 ","-0,1355 ","929655,6464 ","1,0000 ","0,0000 ","1,2359 ","10465,6900 ","8467,7600 ","251099,9042 ","0,1672 ","4,2078 ","0,0063 ","21,0000 ","31965,8114 ","31352,7000 ","183929,5048 ","0,1225 ","1,5243 ","113,0000 ","151550,9100 ","0,1009 ","7669,6553 ","0,0051 ","267356,3559 ","30836,9991 ","0,0205 ","15425,8818 ","0,0103 ","0,1780 ","0,5073 ","0,5108 ","14753,9259 ","0,0981 ","0,1054 ","726320,7100 ","24027117,7103 ","22719580,6870 ","5,7975 ","1,0352 ","501129,3708 ","484066,7100 ","1,0490 ","1502026,3914 ","0,0000 ","1431855,8000 ","0,0000 ","1433424,9410 ","0,9432 ","1350475,4814 ","0,9989 ","1502026,3914 ","0,0000 ","1,0420 ","1,0431 ","107,7882 ","31680,9995 "
1998Q2,"11154,0851 ","28,6345 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0000 ","0,0000 ","0,0000 ","1,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,9978 ","1,2201 ","1898248,8200 ","1,0482 ","302710,9434 ","0,1996 ","288790,8100 ","1107405,5726 ","-1066,4032 ","-0,0007 ","0,7302 ","751206,7648 ","0,4953 ","37737,8318 ","22046,3354 ","0,0145 ","0,0249 ","6,8331 ","-34142,0165 ","31246,6659 ","0,0206 ","-0,0225 ","627002,3647 ","39164,8739 ","0,0258 ","685818,0824 ","0,4522 ","-12293,0875 ","-0,0081 ","290417,8558 ","0,1915 ","100,4851 ","103,1879 ","102,9341 ","0,0047 ","0,0051 ","73306,8904 ","0,0483 ","1,0307 ","309178,4237 ","299972,8800 ","19164184,5088 ","104820,8287 ","140579,1614 ","126039,0000 ","126855,7425 ","11,4089 ","126103,1455 ","562672,4194 ","4,9935 ","1,0287 ","473507,4744 ","460277,4200 ","62692,3288 ","-22927,4564 ","-0,0151 ","56761,5333 ","0,0374 ","1,0629 ","860066,1336 ","809138,3200 ","991269,0265 ","-211983,9959 ","-0,1398 ","932572,1865 ","0,0000 ","0,0000 ","1,4580 ","10561,2924 ","7243,4700 ","248671,4732 ","0,1640 ","4,0618 ","0,0053 ","22,0000 ","34081,5416 ","32825,9200 ","187403,4573 ","0,1236 ","1,5270 ","114,0000 ","155139,8400 ","0,1023 ","6688,5724 ","0,0044 ","267916,4211 ","31153,2063 ","0,0205 ","16335,1365 ","0,0108 ","0,1767 ","0,5108 ","0,5122 ","14540,1614 ","0,0976 ","0,1034 ","734456,1300 ","24244608,0868 ","22808991,8776 ","5,8272 ","1,0294 ","507589,0160 ","493103,3400 ","1,0547 ","1516598,3347 ","0,0000 ","1437971,4000 ","0,0000 ","1443108,6114 ","0,9468 ","1361458,4947 ","0,9964 ","1516598,3347 ","0,0000 ","1,0459 ","1,0350 ","108,0200 ","31771,2622 "
1998Q3,"10801,7156 ","26,5897 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","1,0000 ","0,0000 ","0,0000 ","1,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,0000 ","0,9759 ","1,2794 ","1911361,7000 ","1,0503 ","304460,6667 ","0,1989 ","289867,1600 ","1115192,3407 ","-247,9862 ","-0,0002 ","0,7285 ","755602,9876 ","0,4936 ","38337,4287 ","22877,9713 ","0,0149 ","0,0250 ","6,7087 ","-32139,0171 ","32020,6590 ","0,0209 ","-0,0210 ","629082,0216 ","40354,0273 ","0,0264 ","691443,3115 ","0,4517 ","-9100,3092 ","-0,0059 ","295360,3574 ","0,1929 ","99,4546 ","103,4102 ","103,0337 ","0,0047 ","0,0016 ","72493,0445 ","0,0474 ","1,0325 ","315786,3613 ","305839,7100 ","19278382,3737 ","105401,6714 ","140961,6748 ","126663,0000 ","127272,5175 ","11,4149 ","126413,6221 ","568224,6994 ","4,5657 ","1,0136 ","471849,7686 ","465513,3300 ","73494,0444 ","-23176,4569 ","-0,0151 ","57282,9799 ","0,0374 ","1,0646 ","869532,1866 ","816767,3100 ","999299,9745 ","-212983,9927 ","-0,1391 ","938660,5402 ","0,0000 ","1,0000 ","1,2722 ","7063,3944 ","5552,2800 ","248599,9614 ","0,1624 ","3,9449 ","0,0051 ","23,0000 ","33978,1725 ","27821,9100 ","190903,0794 ","0,1247 ","1,5296 ","115,0000 ","157039,2100 ","0,1026 ","6156,0331 ","0,0040 ","268921,5488 ","31462,0477 ","0,0206 ","17050,2799 ","0,0111 ","0,1757 ","0,5151 ","0,5154 ","14298,6748 ","0,0971 ","0,1014 ","744699,5500 ","24439625,6698 ","22956582,4271 ","5,8794 ","1,0253 ","505827,9411 ","493335,2400 ","1,0588 ","1530820,7816 ","0,0000 ","1445848,3700 ","0,0000 ","1451727,8412 ","0,9502 ","1373781,5716 ","0,9960 ","1530820,7816 ","0,0000 ","1,0495 ","1,0249 ","109,0580 ","32068,1311 "
